iter	Logloss
501	0.03055909137
502	0.03043441623
503	0.03030791567
504	0.03013277689
505	0.03003106879
506	0.02990007389
507	0.02974452195
508	0.0296504276
509	0.02953165172
510	0.02942744041
511	0.02931534554
512	0.0292525496
513	0.0290809476
514	0.02891533335
515	0.0287554118
516	0.02864556104
517	0.02853900973
518	0.02842834417
519	0.02831676679
520	0.02826697761
521	0.02816263012
522	0.02802022972
523	0.02784500716
524	0.02764505387
525	0.02750762963
526	0.02724806659
527	0.02713209079
528	0.02705009203
529	0.02695975454
530	0.02682505012
531	0.02676742737
532	0.02661384054
533	0.02649309975
534	0.0264432347
535	0.026253545
536	0.02613846314
537	0.02606767436
538	0.02600711135
539	0.02591331596
540	0.02581726012
541	0.02576481321
542	0.0257033034
543	0.0255954015
544	0.02547517444
545	0.02536982355
546	0.02529423012
547	0.0252260427
548	0.02515905516
549	0.02510912432
550	0.02503428198
551	0.02499330077
552	0.02482432335
553	0.02472453171
554	0.02459951734
555	0.02447444636
556	0.02436796701
557	0.02432017636
558	0.02420070927
559	0.02412963101
560	0.02403187127
561	0.02390903671
562	0.02386141134
563	0.02380404153
564	0.02375112722
565	0.02365876928
566	0.02360174789
567	0.02353509252
568	0.02342489641
569	0.0233188091
570	0.02318962491
571	0.02313222819
572	0.02303745232
573	0.02288946568
574	0.02281935805
575	0.02279275571
576	0.02271896088
577	0.022653016
578	0.02251713846
579	0.02247751738
580	0.02239797176
581	0.02227902175
582	0.02217588076
583	0.02206538874
584	0.02201459844
585	0.02194896206
586	0.02189092705
587	0.02179057679
588	0.02174937955
589	0.0216778043
590	0.02156717766
591	0.02152757082
592	0.02143166272
593	0.02134827779
594	0.02127406247
595	0.02121861688
596	0.02113884434
597	0.02104849322
598	0.02100319652
599	0.02095825495
600	0.02086875
601	0.02082875565
602	0.02074809551
603	0.02070524654
604	0.02062482046
605	0.02057998492
606	0.02053025275
607	0.02044997368
608	0.02042146146
609	0.02040001241
610	0.02036178294
611	0.02027515494
612	0.02021253677
613	0.02013028339
614	0.02004417676
615	0.01992888775
616	0.01983399138
617	0.01975472737
618	0.01971970073
619	0.01964560062
620	0.01955526882
621	0.01945044196
622	0.01941689062
623	0.01934071307
624	0.01927781603
625	0.01918503268
626	0.01910590375
627	0.01907753181
628	0.01904667352
629	0.01895824288
630	0.01887934727
631	0.01877903601
632	0.0187588892
633	0.01871192043
634	0.01863397498
635	0.01855281029
636	0.01853105188
637	0.01846716919
638	0.01839274226
639	0.01832975986
640	0.01830082321
641	0.01825448156
642	0.01821701909
643	0.01815291049
644	0.01808136294
645	0.01805164755
646	0.01791934656
647	0.0178415771
648	0.01781820434
649	0.01774591543
650	0.01764119258
651	0.01761013815
652	0.01753147142
653	0.01744847882
654	0.0174068186
655	0.01737867246
656	0.01732274219
657	0.01728007679
658	0.01721774466
659	0.01717932017
660	0.01706220739
661	0.01702220957
662	0.01697870447
663	0.01689671784
664	0.01683555147
665	0.016762204
666	0.01672633846
667	0.01665314481
668	0.01660303771
669	0.01655499294
670	0.01650569796
671	0.0164423171
672	0.01639732441
673	0.01625035111
674	0.01620489646
675	0.01617901961
676	0.01615576539
677	0.01608169723
678	0.01604250911
679	0.01596567044
680	0.0159068101
681	0.01583322899
682	0.01578934392
683	0.01574820075
684	0.0156942205
685	0.01565619554
686	0.01562146674
687	0.01555640197
688	0.01551109243
689	0.01545885405
690	0.01537748462
691	0.01529697069
692	0.01522721649
693	0.01517601202
694	0.01512633597
695	0.01510129623
696	0.01504433971
697	0.01499758429
698	0.01497762517
699	0.01493438249
700	0.01491060766
701	0.01486168224
702	0.01482656369
703	0.01481000421
704	0.01477576127
705	0.01471226974
706	0.01465559549
707	0.0145981169
708	0.01454127237
709	0.01449871416
710	0.01447526606
711	0.01445217346
712	0.01439157857
713	0.01434087671
714	0.01430960837
715	0.01426040262
716	0.01420315098
717	0.01414937926
718	0.01405868051
719	0.01404051865
720	0.01401290337
721	0.01394747527
722	0.01393116016
723	0.01392072232
724	0.01389842657
725	0.01383329567
726	0.01378334275
727	0.01376081158
728	0.01372088088
729	0.01367286053
730	0.01365264407
731	0.01362345831
732	0.01357954699
733	0.01353926637
734	0.01348436318
735	0.01347256035
736	0.01343660808
737	0.01339155549
738	0.01330299332
739	0.01326796085
740	0.01319597064
741	0.01316485454
742	0.01313383488
743	0.0130779836
744	0.01305989947
745	0.0130416627
746	0.01300750577
747	0.01295539555
748	0.01292450694
749	0.01285116885
750	0.01282030931
751	0.01278109481
752	0.0127406683
753	0.01269466367
754	0.01268251379
755	0.01264555029
756	0.01260084676
757	0.01258027957
758	0.01255224799
759	0.01253494936
760	0.01245370756
761	0.01242383678
762	0.01240548319
763	0.01238459868
764	0.01234966669
765	0.01229075787
766	0.01226490398
767	0.01224483514
768	0.01219034382
769	0.01217536316
770	0.01213133471
771	0.01210180304
772	0.01205124564
773	0.01200223433
774	0.01195456983
775	0.01192729132
776	0.01187512723
777	0.01185421226
778	0.0117950742
779	0.01177916191
780	0.01174522865
781	0.01170977029
782	0.01165507956
783	0.01161800317
784	0.01159037886
785	0.01157040339
786	0.011545619
787	0.01151850553
788	0.0114586248
789	0.01142701386
790	0.01138171239
791	0.01136915822
792	0.01131783613
793	0.01128777997
794	0.01123586799
795	0.0112149731
796	0.01119123017
797	0.0111692291
798	0.01114074387
799	0.01111778048
800	0.01106253865
801	0.01103157933
802	0.01101710796
803	0.01099239648
804	0.01097075612
805	0.01093802105
806	0.01091656256
807	0.0109013608
808	0.01087120016
809	0.01083945487
810	0.01082252417
811	0.01077199158
812	0.01073216454
813	0.01070209697
814	0.01065412827
815	0.01060203897
816	0.01057897649
817	0.0105465856
818	0.01051701186
819	0.01047700898
820	0.01045339532
821	0.01043357727
822	0.0104180241
823	0.01038744673
824	0.01036939888
825	0.01033068003
826	0.01031526793
827	0.01030098114
828	0.01027231036
829	0.01023065777
830	0.01017296167
831	0.01013488066
832	0.01009818643
833	0.01007751123
834	0.01006713813
835	0.01004223481
836	0.01000961577
837	0.009989836312
838	0.009966445234
839	0.009943183454
840	0.009920603808
841	0.009898131184
842	0.009872753497
843	0.009836566911
844	0.009813466759
845	0.009798430751
846	0.009772749174
847	0.009743643591
848	0.009718675302
849	0.009695323974
850	0.009661123043
851	0.0096361009
852	0.009612150098
853	0.009595768351
854	0.00956930465
855	0.009518185329
856	0.009495972959
857	0.009476234444
858	0.009454104842
859	0.009409766435
860	0.009388324717
861	0.009377235822
862	0.009368795846
863	0.009350867539
864	0.009338254138
865	0.00930742433
866	0.009281695654
867	0.00925402867
868	0.009202308767
869	0.009170332061
870	0.009140703417
871	0.009129379796
872	0.009112045482
873	0.009102526928
874	0.00907541042
875	0.009061471179
876	0.009030657508
877	0.009004613956
878	0.008964214943
879	0.008930437258
880	0.008912492493
881	0.008893789459
882	0.008876493427
883	0.008863050147
884	0.008840832483
885	0.008825312152
886	0.008811798169
887	0.008784647947
888	0.00875995763
889	0.00873966528
890	0.00872306555
891	0.008705229604
892	0.008672369082
893	0.008654506942
894	0.008635941439
895	0.008602890812
896	0.0085716915
897	0.008560798021
898	0.008542916983
899	0.008533094513
900	0.008510831666
901	0.008493848288
902	0.008471665913
903	0.00845199984
904	0.008435815646
905	0.008424970108
906	0.008400308906
907	0.008373444612
908	0.008354093629
909	0.008344943167
910	0.008321298338
911	0.00829823847
912	0.008260408104
913	0.008241721788
914	0.008215412434
915	0.008191856394
916	0.008173420631
917	0.008156875386
918	0.008120779041
919	0.008102068007
920	0.008084259227
921	0.008072115072
922	0.008033284849
923	0.008020852249
924	0.0080149029
925	0.007995805795
926	0.007971193907
927	0.00795915525
928	0.007947780188
929	0.007901056688
930	0.007885557141
931	0.007868588091
932	0.007858714036
933	0.007848037608
934	0.007828317882
935	0.007817315642
936	0.007784407862
937	0.007771133755
938	0.007758533613
939	0.007745781788
940	0.007736844313
941	0.007723285189
942	0.007702019687
943	0.007675954457
944	0.007649589466
945	0.007632166116
946	0.007593086348
947	0.007571420082
948	0.007562545833
949	0.007550412552
950	0.007527969739
951	0.007514781196
952	0.007503447415
953	0.007485872551
954	0.00747589656
955	0.007454913553
956	0.00744730529
957	0.007417146488
958	0.00740618764
959	0.007395791455
960	0.007382182136
961	0.007364881809
962	0.007343891743
963	0.007316156213
964	0.007296176253
965	0.007288760649
966	0.007261563697
967	0.007236996036
968	0.007224951755
969	0.007202024928
970	0.007184588955
971	0.007177030067
972	0.007155363645
973	0.007146773041
974	0.007117707036
975	0.007082077507
976	0.00706407251
977	0.007041295737
978	0.007021532781
979	0.00700314907
980	0.006978210811
981	0.00695662681
982	0.006926226344
983	0.006912116188
984	0.006898197948
985	0.006865699229
986	0.00684919404
987	0.006837610557
988	0.006830464999
989	0.006818206203
990	0.006805703562
991	0.006792527931
992	0.006778613245
993	0.006761539176
994	0.006739097509
995	0.006720270186
996	0.006696157346
997	0.006674544917
998	0.00666175686
999	0.006639502377
